Common Name,Scientific Name,Status,State
Cumberlandian combshell,Epioblasma brevidens,Endangered,All
Cumberland monkeyface (pearlymussel),Theliderma intermedia,Endangered,All
Cumberland pigtoe,Pleuronaia gibber,Endangered,All
Cumberland rosemary,Conradina verticillata,Threatened,All
Curtis Pearlymussel,Epioblasma curtisii,Endangered,All
Cushenbury buckwheat,Eriogonum ovalifolium var. vineum,Endangered,All
Cushenbury milk-vetch,Astragalus albens,Endangered,All
Cushenbury oxytheca,Oxytheca parishii var. goodmaniana,Endangered,All
Cylindrical lioplax (snail),Lioplax cyclostomaformis,Endangered,All
Daggernose Shark,Isogomphodon oxyrhynchus,Endangered,All
Dakota Skipper,Hesperia dacotae,Threatened,All
Dama gazelle,Gazella dama,Endangered,All
Dappled mountain robin,Arcanator orostruthus,Threatened,All
Dark pigtoe,Pleurobema furvum,Endangered,All
Davis' green pitaya,Echinocereus viridiflorus var. davisii,Endangered,All
Day gecko,Phelsuma edwardnewtoni,Endangered,All
DeBeque phacelia,Phacelia submutica,Threatened,All
Decurrent false aster,Boltonia decurrens,Threatened,All
Delhi Sands flower-loving fly,Rhaphiomidas terminatus abdominalis,Endangered,All
Del Mar manzanita,Arctostaphylos glandulosa subsp. crassifolia,Endangered,All
Delta green ground beetle,Elaphrus viridis,Threatened,All
Delta smelt,Hypomesus transpacificus,Threatened,All
Deltoid spurge,Chamaesyce deltoidea ssp. deltoidea,Endangered,All
Desert bandicoot,Perameles eremiana,Endangered,All
Desert dace,Eremichthys acros,Threatened,All
Desert monitor,Varanus griseus,Endangered,All
Desert (=plain) rat-kangaroo,Caloprymnus campestris,Endangered,All
Desert pupfish,Cyprinodon macularius,Endangered,All
Desert slender salamander,Batrachoseps aridus,Endangered,All
Desert tortoise,Gopherus agassizii,Threatened,All
Desert yellowhead,Yermo xanthocephalus,Threatened,All
Devils Hole pupfish,Cyprinodon diabolis,Endangered,All
Devils River minnow,Dionda diaboli,Threatened,All
Dhole,Cuon alpinus,Endangered,All
Diamond Darter,Crystallaria cincotta,Endangered,All
Diamond Head schiedea,Schiedea adamantis,Endangered,All
Diamond Tryonia,Pseudotryonia adamantina,Endangered,All
Diana monkey,Cercopithecus diana,Endangered,All
Dibbler,Antechinus apicalis,Endangered,All
Diminutive Amphipod,Gammarus hyalleloides,Endangered,All
Dixie Valley Toad,Anaxyrus williamsi,Endangered,All
Djibouti francolin,Francolinus ochropectus,Endangered,All
Dolphin and Union caribou,Rangifer tarandus groenlandicus x pearyi,Endangered,All
Douc langur,Pygathrix nemaeus,Endangered,All
Drill,Mandrillus (=Papio) leucophaeus,Endangered,All
Dromedary pearlymussel,Dromus dromas,Endangered,All
Dudley Bluffs bladderpod,Lesquerella congesta,Threatened,All
Dudley Bluffs twinpod,Physaria obcordata,Threatened,All
Dugong,Dugong dugon,Endangered,All
dusky gopher frog,Rana sevosa,Endangered,All
Dusky sea snake,Aipysurus fuscus,Endangered,All
Duskytail darter,Etheostoma percnurum,Endangered,All
Dwarf Bear-poppy,Arctomecon humilis,Endangered,All
Dwarf hutia,Capromys nana,Endangered,All
Dwarf iliau,Wilkesia hobdyi,Endangered,All
Dwarf lake iris,Iris lacustris,Threatened,All
Dwarf naupaka,Scaevola coriacea,Endangered,All
Dwarf sawfish,Pristis clavata,Endangered,All
Dwarf wedgemussel,Alasmidonta heterodon,Endangered,All
Eastern Black rail,Laterallus jamaicensis jamaicensis,Threatened,All
Eastern Hellbender,Cryptobranchus alleganiensis alleganiensis,Endangered,All
Eastern indigo snake,Drymarchon couperi,Threatened,All
Eastern jerboa marsupial,Antechinomys laniger,Endangered,All
Eastern Massasauga (=rattlesnake),Sistrurus catenatus,Threatened,All
Eastern native-cat,Dasyurus viverrinus,Endangered,All
Eastern prairie fringed orchid,Platanthera leucophaea,Threatened,All
Easy yellow-faced bee,Hylaeus facilis,Endangered,All
Edward's pheasant,Lophura edwardsi,Endangered,All
Egyptian Tortoise,Testudo kleinmanni,Threatened,All
Eiao Marquesas reed-Warbler,Acrocephalus percernis aquilonis,Endangered,All
El Dorado bedstraw,Galium californicum ssp. sierrae,Endangered,All
Eld's brow-antlered Deer,Cervus eldi,Endangered,All
Elfin tree fern,Cyathea dryopteroides,Endangered,All
Elfin-woods warbler,Setophaga angelae,Threatened,All
Elkhorn coral,Acropora palmata,Threatened,All
Elliot's pheasant,Syrmaticus ellioti,Endangered,All
El Segundo blue butterfly,Euphilotes battoides allyni,Endangered,All
emperor penguin,Aptenodytes forsteri,Threatened,All
`Ena`ena,Pseudognaphalium sandwicensium var. molokaiense,Endangered,All
Encinitas baccharis,Baccharis vanessae,Threatened,All
erect-crested penguin,Eudyptes sclateri,Threatened,All
Erubia,Solanum drymophilum,Endangered,All
Eskimo curlew,Numenius borealis,Endangered,All
Esmeraldas woodstar,Chaetocercus berlepschi,Endangered,All
Etonia rosemary,Conradina etonia,Endangered,All
Etowah darter,Etheostoma etowahae,Endangered,All
Eulachon,Thaleichthys pacificus,Threatened,All
Euler's flycatcher,Empidonax euleri johnstonei,Endangered,All
Eurasian peregrine falcon,Falco peregrinus peregrinus,Endangered,All
Eureka Dune grass,Swallenia alexandrae,Threatened,All
European sturgeon,Acipenser sturio,Endangered,All
Everglades bully,Sideroxylon reclinatum ssp. austrofloridense,Threatened,All
Everglade snail kite,Rostrhamus sociabilis plumbeus,Endangered,All
Exuma Island iguana,Cyclura cychlura figginsi,Threatened,All
Eyrean grasswren (flycatcher),Amytornis goyderi,Endangered,All
Fadang,Cycas micronesica,Threatened,All
false killer whale,Pseudorca crassidens,Endangered,All
false spike,Fusconaia mitchelli,Endangered,All
False water rat,Xeromys myoides,Endangered,All
Fanshell,Cyprogenia stegaria,Endangered,All
Fassett's locoweed,Oxytropis campestris var. chartacea,Threatened,All
Fat pocketbook,Potamilus capax,Endangered,All
Fat threeridge (mussel),Amblema neislerii,Endangered,All
Fea's muntjac,Muntiacus feae,Endangered,All
Fender's blue butterfly,Icaricia icarioides fenderi,Threatened,All
Few-flowered navarretia,Navarretia leucocephala ssp. pauciflora (=N. pauciflora),Endangered,All
Fickeisen plains cactus,Pediocactus peeblesianus ssp. fickeiseniae,Endangered,All
Field's mouse,Pseudomys fieldi,Endangered,All
Fiji banded iguana,Brachylophus fasciatus,Endangered,All
Fiji crested iguana,Brachylophus vitiensis,Endangered,All
Fiji petrel,Pseudobulweria macgillivrayi,Endangered,All
Finback whale,Balaenoptera physalus,Endangered,All
Finelined pocketbook,Hamiota altilis,Threatened,All
Finerayed pigtoe,Fusconaia cuneolus,Endangered,All
fiordland crested penguin,Eudyptes pachyrhynchus,Threatened,All
Fisher,Pekania pennanti,Endangered,All
Fish Slough milk-vetch,Astragalus lentiginosus var. piscinensis,Threatened,All
Flat-headed cat,Prionailurus (=Felis) planiceps,Endangered,All
Flat pebblesnail,Lepyrium showalteri,Endangered,All
Flat-spired three-toothed Snail,Triodopsis platysayoides,Threatened,All
Flattened musk turtle,Sternotherus depressus,Threatened,All
Fleshy-fruit gladecress,Leavenworthia crassa,Endangered,All
Fleshy owl's-clover,Castilleja campestris ssp. succulenta,Threatened,All
Floreana tree-Finch,Camarhynchus pauper,Endangered,All
Florida bonamia,Bonamia grandiflora,Threatened,All
Florida bonneted bat,Eumops floridanus,Endangered,All
Florida brickell-bush,Brickellia mosieri,Endangered,All
Florida bristle fern,Trichomanes punctatum ssp. floridanum,Endangered,All
Florida grasshopper sparrow,Ammodramus savannarum floridanus,Endangered,All
Florida Keys mole skink,Plestiodon egregius egregius,Endangered,All
Florida leafwing Butterfly,Anaea troglodyta floridalis,Endangered,All
Florida panther,Puma (=Felis) concolor coryi,Endangered,All
Florida perforate cladonia,Cladonia perforata,Endangered,All
Florida pineland crabgrass,Digitaria pauciflora,Threatened,All
Florida prairie-clover,Dalea carthagenensis floridana,Endangered,All
Florida salt marsh vole,Microtus pennsylvanicus dukecampbelli,Endangered,All
Florida scrub-jay,Aphelocoma coerulescens,Threatened,All
Florida semaphore Cactus,Consolea corallicola,Endangered,All
Florida skullcap,Scutellaria floridana,Threatened,All
Florida torreya,Torreya taxifolia,Endangered,All
Florida ziziphus,Ziziphus celata,Endangered,All
Fluminense swallowtail butterfly,Parides ascanius,Endangered,All
Fluted kidneyshell,Ptychobranchus subtentus,Endangered,All
Flying earwig Hawaiian damselfly,Megalagrion nesiotes,Endangered,All
Foothill yellow-legged frog,Rana boylii,Threatened,All
Foothill yellow-legged frog,Rana boylii,Endangered,All
Foothill yellow-legged frog,Rana boylii,Threatened,All
Foothill yellow-legged frog,Rana boylii,Endangered,All
Forbes' parakeet,Cyanoramphus auriceps forbesi,Endangered,All
Formosan rock macaque,Macaca cyclopis,Threatened,All
Formosan sika deer,Cervus nippon taiouanus,Endangered,All
Formosan yellow-throated marten,Martes flavigula chrysospila,Endangered,All
Fosberg's love grass,Eragrostis fosbergii,Endangered,All
Fountain darter,Etheostoma fonticola,Endangered,All
Fountain thistle,Cirsium fontinale var. fontinale,Endangered,All
Four-petal pawpaw,Asimina tetramera,Endangered,All
Fragile tree snail,Samoana fragilis,Endangered,All
Fragrant prickly-apple,Cereus eriophorus var. fragrans,Endangered,All
Franciscan manzanita,Arctostaphylos franciscana,Endangered,All
Francois' langur,Trachypithecus (=Presbytis) francoisi,Endangered,All
Franklin's bumble bee,Bombus franklini,Endangered,All
Frecklebelly madtom,Noturus munitus,Threatened,All
Freira,Pterodroma madeira,Endangered,All
Fresno kangaroo rat,Dipodomys nitratoides exilis,Endangered,All
Friendly Ground-Dove,Gallicolumba stairi,Endangered,All
Fringe-backed fire-eye,Pyriglena atra,Endangered,All
Fringed campion,Silene polypetala,Endangered,All
Fringed Ornamental Tarantula,Poecilotheria ornata,Endangered,All
Frosted Flatwoods salamander,Ambystoma cingulatum,Threatened,All
Furbish lousewort,Pedicularis furbishiae,Threatened,All
Fuzzy pigtoe,Pleurobema strodeanum,Threatened,All
Gaimard's rat-kangaroo,Bettongia gaimardi,Endangered,All
Galapagos hawk,Buteo galapagoensis,Endangered,All
Galapagos penguin,Spheniscus mendiculus,Endangered,All
Galapagos petrel,Pterodroma phaeopygia,Threatened,All
Galapagos tortoise,Geochelone nigra (=elephantopus),Endangered,All
Gambel's watercress,Rorippa gambellii,Endangered,All
Garber's spurge,Chamaesyce garberi,Threatened,All
Garrett's mint,Dicerandra christmanii,Endangered,All
Gavial,Gavialis gangeticus,Endangered,All
Gaviota Tarplant,Deinandra increscens ssp. villosa,Endangered,All
Gelada baboon,Theropithecus gelada,Threatened,All
Gentian pinkroot,Spigelia gentianoides,Endangered,All
Gentner's fritillary,Fritillaria gentneri,Endangered,All
Geometric turtle,Psammobates geometricus,Endangered,All
Georgetown Salamander,Eurycea naufragia,Threatened,All
Georgia pigtoe,Pleurobema hanleyianum,Endangered,All
Georgia rockcress,Arabis georgiana,Threatened,All
Giant armadillo,Priodontes maximus,Endangered,All
Giant garter snake,Thamnophis gigas,Threatened,All
Giant ibis,Pseudibis gigantea,Endangered,All
Giant kangaroo rat,Dipodomys ingens,Endangered,All
Giant Manta Ray,Manta birostris,Threatened,All
Giant otter,Pteronura brasiliensis,Endangered,All
Giant panda,Ailuropoda melanoleuca,Endangered,All
Giant sable antelope,Hippotragus niger variani,Endangered,All
Giant scops owl,Mimizuku (=Otus) gurneyi,Endangered,All
Gibbons,Hylobates spp. (including Nomascus),Endangered,All
Gierisch mallow,Sphaeralcea gierischii,Endangered,All
Gila chub,Gila intermedia,Endangered,All
Gila topminnow (incl. Yaqui),Poeciliopsis occidentalis,Endangered,All
Gila trout,Oncorhynchus gilae,Threatened,All
Glaucous macaw,Anodorhynchus glaucus,Endangered,All
Godfrey's butterwort,Pinguicula ionantha,Threatened,All
Goeldi's marmoset,Callimico goeldii,Endangered,All
golden-cheeked warbler,Setophaga chrysoparia,Endangered,All
Golden conure,Aratinga guarouba,Threatened,All
Golden coqui,Eleutherodactylus jasperi,Threatened,All
Golden langur,Trachypithecus (=Presbytis) geei,Endangered,All
Golden-rumped tamarin,Leontopithecus spp.,Endangered,All
Golden sedge,Carex lutea,Endangered,All
Golden-shouldered parakeet,Psephotus chrysopterygius,Endangered,All
Goldline darter,Percina aurolineata,Threatened,All
Goliath Frog,Conraua goliath,Threatened,All
Gonzales tryonia,Tryonia circumstriata (=stocktonensis),Endangered,All
Gopher tortoise,Gopherus polyphemus,Threatened,All
Goral,Naemorhedus goral,Endangered,All
Gorgeted wood-quail,Odontophorus strophium,Endangered,All
Gorilla,Gorilla gorilla,Endangered,All
Gould's mouse,Pseudomys gouldii,Endangered,All
Government Canyon Bat Cave meshweaver,Cicurina vespera,Endangered,All
Government Canyon Bat Cave spider,Tayshaneta microps,Endangered,All
Gowen cypress,Cupressus goveniana ssp. goveniana,Threatened,All
Grand Cayman ground iguana,Cyclura lewisi,Endangered,All
Gray bat,Myotis grisescens,Endangered,All
Gray (=entellus) langur,Semnopithecus (=Presbytis) entellus,Endangered,All
Gray whale,Eschrichtius robustus,Endangered,All
Gray wolf,Canis lupus,Endangered,All
Gray wolf,Canis lupus,Threatened,All
Greater adjutant,Leptoptilos dubius,Endangered,All
Great green macaw,Ara ambiguus,Endangered,All
Great Indian bustard,Ardeotis (=Choriotis) nigriceps,Endangered,All
Great Indian rhinoceros,Rhinoceros unicornis,Endangered,All
Greenback Cutthroat trout,Oncorhynchus clarkii stomias,Threatened,All
Greene's tuctoria,Tuctoria greenei,Endangered,All
Greenland white-tailed eagle,Haliaeetus albicilla groenlandicus,Endangered,All
Green Pitcher Plant,Sarracenia oreophila,Endangered,All
Green sawfish,Pristis zijsron,Endangered,All
Green sea turtle,Chelonia mydas,Endangered,All
Green sea turtle,Chelonia mydas,Threatened,All
Green sea turtle,Chelonia mydas,Threatened,All
Green sea turtle,Chelonia mydas,Threatened,All
Green sea turtle,Chelonia mydas,Endangered,All
Green sea turtle,Chelonia mydas,Threatened,All
Green sea turtle,Chelonia mydas,Threatened,All
Green sea turtle,Chelonia mydas,Threatened,All
Green sea turtle,Chelonia mydas,Threatened,All
Green sea turtle,Chelonia mydas,Threatened,All
Green sea turtle,Chelonia mydas,Endangered,All
green sturgeon,Acipenser medirostris,Threatened,All
Grenada gray-fronted dove,Leptotila rufaxilla wellsi,Endangered,All
Grenada hook-billed kite,Chondrohierax uncinatus mirus,Endangered,All
Grevy's zebra,Equus grevyi,Threatened,All
Grey-necked rockfowl,Picathartes oreas,Endangered,All
Grizzly bear,Ursus arctos horribilis,Threatened,All
Grotto Sculpin,Cottus specus,Endangered,All
Ground parrot,Pezoporus wallicus,Endangered,All
Guadalupe Fatmucket,Lampsilis bergmanni,Endangered,All
Guadalupe fescue,Festuca ligulata,Endangered,All
Guadalupe fur seal,Arctocephalus townsendi,Threatened,All
Guadalupe Orb,Cyclonaias necki,Endangered,All
Guadeloupe house wren,Troglodytes aedon guadeloupensis,Endangered,All
Guajon,Eleutherodactylus cooki,Threatened,All
Guam kingfisher,Todiramphus cinnamominus,Endangered,All
Guam rail,Gallirallus owstoni,Endangered,All
Guam tree snail,Partula radiolata,Endangered,All
Guatemalan Fir (=pinabete),Abies guatemalensis,Threatened,All
Guatemalan jaguarundi,Herpailurus (=Felis) yagouaroundi fossata,Endangered,All
Guizhou snub-nosed monkey,Rhinopithecus brelichi,Endangered,All
Gulf Coast jaguarundi,Puma yagouaroundi cacomitli,Endangered,All
Gulf Grouper,Mycteroperca jordani,Endangered,All
Gulf moccasinshell,Medionidus penicillatus,Endangered,All
Gulf of Mexico Bryde's Whale,Balaenoptera edeni,Endangered,All
Gulf sturgeon,Acipenser oxyrinchus (=oxyrhynchus) desotoi,Threatened,All
Gunnison Sage-grouse,Centrocercus minimus,Threatened,All
Gurney's pitta,Pitta gurneyi,Endangered,All
Guthrie's (=Pyne's) ground-plum,Astragalus bibullatus,Endangered,All
Guyandotte River crayfish,Cambarus veteranus,Endangered,All
Gypsum wild-buckwheat,Eriogonum gypsophilum,Threatened,All
haha,Cyanea crispa,Endangered,All
haha,Cyanea dunbariae,Endangered,All
haha,Cyanea duvalliorum,Endangered,All
haha,Cyanea gibsonii,Endangered,All
haha,Cyanea magnicalyx,Endangered,All
haha,Cyanea maritae,Endangered,All
haha,Cyanea mauiensis,Endangered,All
haha,Cyanea munroi,Endangered,All
Haha,Cyanea acuminata,Endangered,All
Haha,Cyanea asarifolia,Endangered,All
Haha,Cyanea asplenifolia,Endangered,All
Haha,Cyanea calycina,Endangered,All
Haha,Cyanea copelandii ssp. copelandii,Endangered,All
Haha,Cyanea copelandii ssp. haleakalaensis,Endangered,All
Haha,Cyanea dolichopoda,Endangered,All
Haha,Cyanea eleeleensis,Endangered,All
Haha,Cyanea glabra,Endangered,All
Haha,Cyanea grimesiana ssp. grimesiana,Endangered,All
Haha,Cyanea grimesiana ssp. obatae,Endangered,All
Haha,Cyanea hamatiflora ssp. carlsonii,Endangered,All
Haha,Cyanea hamatiflora ssp. hamatiflora,Endangered,All
Haha,Cyanea humboldtiana,Endangered,All
Haha,Cyanea kolekoleensis,Endangered,All
Haha,Cyanea koolauensis,Endangered,All
Haha,Cyanea kuhihewa,Endangered,All
Haha,Cyanea kunthiana,Endangered,All
Haha,Cyanea lanceolata,Endangered,All
Haha,Cyanea lobata,Endangered,All
Haha,Cyanea longiflora,Endangered,All
Haha,Cyanea mannii,Endangered,All
Haha,Cyanea marksii,Endangered,All
Haha,Cyanea mceldowneyi,Endangered,All
Haha,Cyanea obtusa,Endangered,All
Haha,Cyanea pinnatifida,Endangered,All
Haha,Cyanea procera,Endangered,All
Haha,Cyanea profuga,Endangered,All
Haha,Cyanea purpurellifolia,Endangered,All
Haha,Cyanea recta,Threatened,All
Haha,Cyanea remyi,Endangered,All
Haha,Cyanea rivularis,Endangered,All
Haha,Cyanea shipmanii,Endangered,All
Haha,Cyanea stictophylla,Endangered,All
Haha,Cyanea st.-johnii,Endangered,All
Haha,Cyanea superba,Endangered,All
Haha,Cyanea truncata,Endangered,All
Haha,Cyanea undulata,Endangered,All
haha nui,Cyanea horrida,Endangered,All
Hahnel's Amazonian swallowtail butterfly,Parides hahneli,Endangered,All
Hairy Orcutt grass,Orcuttia pilosa,Endangered,All
Hairy rattleweed,Baptisia arachnifera,Endangered,All
